scientificName,spp_name_corrected,Article_simple,study_id,Study_location,Study_lat,Study_long,Evidence_category,Evidence_effect,Evidence_method,Hypothesis_supported,has_data,of_quality,evidence_type,exclude_species,Mass_g_final,Order_final,source,class
Megadyptes antipodes,Megadyptes antipodes,"Darby, J.T., Seddon, P.J. and Davis, L.S., 1990. Breeding biology of yellow-eyed penguins (Megadyptes antipodes). Penguin biology, pp.45-62.",460,"Otago Peninsula, New Zealand",-45.866700000000002,170.66669999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,5326.24,Sphenisciformes,Avonet,Birds
Megadyptes antipodes,Megadyptes antipodes,"King, S.D., Harper, G.A., Wright, J.B., McInnes, J.C., Van Der Lubbe, J.E., Dobbins, M.L. and Murray, S.J., 2012. Site-specific reproductive failure and decline of a population of the Endangered yellow-eyed penguin: a case for foraging habitat quality. Marine Ecology Progress Series, 467, pp.233-244.",462,Stewart Island,-47.010300000000001,167.8272,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,5326.24,Sphenisciformes,Avonet,Birds
Megadyptes antipodes,Megadyptes antipodes,"King, S.D., Harper, G.A., Wright, J.B., McInnes, J.C., Van Der Lubbe, J.E., Dobbins, M.L. and Murray, S.J., 2012. Site-specific reproductive failure and decline of a population of the Endangered yellow-eyed penguin: a case for foraging habitat quality. Marine Ecology Progress Series, 467, pp.233-244.",463,Stewart Island,-47.010300000000001,167.8272,Population,Reproduction,Spatial,1,yes,no,Population in support,included_species,5326.24,Sphenisciformes,Avonet,Birds
Megadyptes antipodes,Megadyptes antipodes,"Massaro, M. and Blair, D., 2003. Comparison of population numbers of yellow-eyed penguins, Megadyptes antipodes, on Stewart Island and on adjacent cat-free islands. New Zealand Journal of Ecology, pp.107-113.",459,Stewart Island,-47.010300000000001,167.8272,Population,Abundance,Spatial,1,yes,no,Population in support,included_species,5326.24,Sphenisciformes,Avonet,Birds
Megadyptes antipodes,Megadyptes antipodes,"Ratz, H., Moller, H. and Fletcher, D., 1999. Predator identification from bite marks on penguin and albatross chicks. Marine Ornithology, 27, pp.149-156.",464,Stewart Island,-47.010300000000001,167.8272,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,5326.24,Sphenisciformes,Avonet,Birds
Megapodius laperouse,Megapodius laperouse,"US Fish and Wildlife Service, “Recovery plan for the Micronesian megapode (Megapodius laperouse laperouse)” (US Fish and Wildlife Service, Portland, 1998).",482,Agrihan,18.7682,145.65790000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,308,Galliformes,Avonet,Birds
Megapodius nicobariensis,Megapodius nicobariensis,"K. Sivakumar, Impact of the 2004 tsunami on the vulnerable Nicobar megapode Megapodius nicobariensis. Oryx. 44, 71–78 (2009).",473,Nicobar Islands,10.744899999999999,92.5,Predation,Predation,Predation,1,no,no,Predation in support,included_species,836.69,Galliformes,Avonet,Birds
Mesembriomys gouldii,Mesembriomys gouldii,"Davies, H.F., McCarthy, M.A., Firth, R.S., Woinarski, J.C., Gillespie, G.R., Andersen, A.N., Rioli, W., Puruntatameri, J., Roberts, W., Kerinaiua, C. and Kerinauia, V., 2018. Declining populations in one of the last refuges for threatened mammal species in northern Australia. Austral Ecology, 43(5), pp.602-612.",182,"Melville Island, Northern Territory",-11.5,131.03,Population,Abundance,Spatial,0,yes,yes,Population not in support,included_species,716.5,Rodentia,Phylacine 1.2,Mammals
Mesembriomys gouldii,Mesembriomys gouldii,"Stobo-Wilson, A.M., Stokeld, D., Einoder, L.D., Davies, H.F., Fisher, A., Hill, B.M., Mahney, T., Murphy, B.P., Scroggie, M.P., Stevens, A. and Woinarski, J.C.Z., 2020. Bottom-up and top-down processes influence contemporary patterns of mammal species richness in Australia's monsoonal tropics. Biological Conservation, 247, p.108638.",183,North Northern Territory,-13.09,132.38999999999999,Population,Abundance,Spatial,1,yes,yes,Population in support,included_species,716.5,Rodentia,Phylacine 1.2,Mammals
Mesembriomys gouldii,Mesembriomys gouldii,"Stokeld D, Fisher A, Gentles T, Hill B, Triggs B, Woinarski JCZ, Gillespie GR. 2018. What do predator diets tell us about mammal declines in Kakadu National Park? Wildlife Research 45:92-101.",184,"Kakadu, Northern Territory",-13.09,132.38999999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,716.5,Rodentia,Phylacine 1.2,Mammals
Microgoura meeki,Microgoura meeki,"Hume, J. 2017. Extinct Birds. Bloomsbury Publishing",344,Choiseul Island,-7.0500999999999996,156.9511,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Columbiformes,,Birds
Microgoura meeki,Microgoura meeki,"Tennent, W.J., 2009. A cat among the pigeons! Known specimens and supposed distribution of the extinct Solomons Crested Pigeon Microgoura meeki Rothschild, 1904. Bulletin of the British Ornithologists’ Club, 129, pp.241-253.",345,Choiseul Island,-7.0500999999999996,156.9511,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Columbiformes,,Birds
Mimus graysoni,Mimus graysoni,"Martínez-Gómez JE, Curry RL (1996) The conservation status of the Socorro Mockingbird Mimodes graysoni in 1993-1994. Bird Conservation International, 6, 271-283.",450,Socorro Island,18.797999999999998,-110.97539999999999,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,65.51,Passeriformes,Avonet,Birds
Mimus graysoni,Mimus graysoni,"Martínez-Gómez, J. E., Flores-Palacios, A., Curry, R. L. 2001. Habitat requirements of the Socorro Mockingbird Mimodes graysoni. Ibis 143: 456-467.",449,Socorro Island,18.797999999999998,-110.97539999999999,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,65.51,Passeriformes,Avonet,Birds
Mimus graysoni,Mimus graysoni,"Ortíz-Alcaraz, A., Arnaud, G., Aguirre-Muooz, A., Galina-Tessaro, P., Mendez-Sanchez, F., Ortega-Rubio, A. 2017. Diet and home-range of the feral cat, Felis catus (Carnivora: Felidae) on Socorro Island, Revillagigedo Archipelago, Mexico. Acta Zoológica Mexicana 33(3): 482-489.",451,Socorro Island,18.797999999999998,-110.97539999999999,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,65.51,Passeriformes,Avonet,Birds
Mimus graysoni,Mimus graysoni,"Rodriguez-Estrella, R., Arnaud, G., Alvarez Cardenas, S. and Rodriguez, A. (1991) Predation by feral cats on birds at Isla Socorro, Mexico. Western Birds 22: 141-143.",452,Socorro Island,18.797999999999998,-110.97539999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,65.51,Passeriformes,Avonet,Birds
Mimus melanotis,Mimus melanotis,"Curry, R. L. 1989. Geographic variation in social organization of Galapagos mockingbirds: ecological correlates of group territoriality and co-operative breeding. Behavioral Ecology and Sociobiology 25: 147-160.",458,San Cristobal,-0.86750000000000005,-89.436400000000006,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,50.53,Passeriformes,Avonet,Birds
Mimus trifasciatus,Mimus trifasciatus,"R. L. Curry, Whatever happened to the Floreana Mockingbird? Noticias de Galapagos. 43, 13–15 (1986).",278,Floreana,-1.3083,-90.431399999999996,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,62.68,Passeriformes,Avonet,Birds
Mundia elpenor,Mundia elpenor,"Hume, J. 2017. Extinct Birds. Bloomsbury Publishing",411,Ascention Island,-7.9466999999999999,-14.3559,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,,Gruiformes,,Birds
Myadestes obscurus,Myadestes obscurus,"Smucker TD, Lindsey GD, Mosher SN (2000) Home range and diet of feral cats in Hawai’i forests. Pacific Conservation Biology, 6, 228-237.",492,Hakalau,19.894400000000001,-155.126,Predation,Predation,Predation,1,no,no,Predation in support,included_species,50.44,Passeriformes,Avonet,Birds
Myotis vivesi,Myotis vivesi,"Flores-Martínez, J.J. and Sánchez-Cordero, V., 2019. Geographical distribution and conservation status of an endemic insular mammal: the Vulnerable fish-eating bat Myotis vivesi. Oryx, 53(2), pp.388-393.",153,Gulf of California,26.731300000000001,-110.7122,Population,Abundance,Spatial,0,yes,yes,Population not in support,included_species,25,Chiroptera,Phylacine 1.2,Mammals
Myotis vivesi,Myotis vivesi,"Vázquez-Domínguez, E., Ceballos, G. and Cruzado, J., 2004. Extirpation of an insular subspecies by a single introduced cat: the case of the endemic deer mouse Peromyscus guardia on Estanque Island, Mexico. Oryx, 38(3), pp.347-350.",154,Baja California,30.840599999999998,-115.2838,Predation,Predation,Predation,1,no,no,Predation in support,included_species,25,Chiroptera,Phylacine 1.2,Mammals
Myrmecobius fasciatus,Myrmecobius fasciatus,"Friend, J.A. and Thomas, N.D., 1994. Reintroduction and the numbat recovery programme. Reintroduction Biology of Australian and New Zealand Fauna’.(Ed. M. Serena.) pp, pp.189-198.",76,Boyagin,-30.01,118.22,Predation,Predation,Reintroduced,1,no,no,Predation in support,included_species,471.5,Dasyuromorphia,Phylacine 1.2,Mammals
Myrmecobius fasciatus,Myrmecobius fasciatus,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",77,Central Australia,-23.698,133.88069999999999,Population,Abundance,Timing,1,yes,no,Population in support,included_species,471.5,Dasyuromorphia,Phylacine 1.2,Mammals
Mystacina tuberculata,Mystacina tuberculata,"B. D. Lloyd, Advances in New Zealand mammalogy 1990–2000: Short-tailed bats. Journal of the Royal Society of New Zealand. 31, 59–81 (2001).",156,New Zealand,-40.900599999999997,174.886,Predation,Predation,Domestic cat,1,no,no,Predation in support,included_species,12.6,Chiroptera,Phylacine 1.2,Mammals
Mystacina tuberculata,Mystacina tuberculata,"Borkin, K.M., Easton, L. and Bridgman, L., 2023. Bats attacked by companion and feral cats: evidence from indigenous forest and rural landscapes in New Zealand. New Zealand Journal of Zoology, 50(3), pp.425-432.",157,"Pureora Forest Park, New Zealand",-38.6295,175.49940000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,12.6,Chiroptera,Phylacine 1.2,Mammals
Mystacina tuberculata,Mystacina tuberculata,"Daniel, M.J. and Williams, G.R., 1984. A survey of the distribution, seasonal activity and roost sites of New Zealand bats. New Zealand journal of ecology, pp.9-25.",158,"Géraldine, New Zealand",-44.092300000000002,171.24469999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,12.6,Chiroptera,Phylacine 1.2,Mammals
Mystacina tuberculata,Mystacina tuberculata,"Molloy, J. and Daniel, M.J., 1995. Bat (peka peka) recovery plan (Mystacina, Chalinolobus). Threatened Species Unit, Department of Conservation.",159,"Karamea, New Zealand",-41.250900000000001,172.1283,Predation,Predation,Predation,1,no,no,Predation in support,included_species,12.6,Chiroptera,Phylacine 1.2,Mammals
Mystacina tuberculata,Mystacina tuberculata,"Scrimgeour, J., Beath, A. and Swanney, M., 2012. Cat predation of short-tailed bats (Mystacina tuberculata rhyocobia) in rangataua forest, Mount Ruapehu, central North Island, New Zealand. New Zealand Journal of Zoology, 39(3), pp.257-260.",155,"Rangataua Forest, Mount Ruapehu, Central North Island",-39.281700000000001,175.5685,Predation,Predation,Predation,1,no,no,Predation in support,included_species,12.6,Chiroptera,Phylacine 1.2,Mammals
Nannoscincus hanchisteus,Nannoscincus hanchisteus,"Palmas, P., Jourdan, H., Rigault, F., Debar, L., De Meringo, H., Bourguet, E., Mathivet, M., Lee, M., Adjouhgniope, R., Papillon, Y. and Bonnaud, E., 2017. Feral cats threaten the outstanding endemic fauna of the New Caledonia biodiversity hotspot. Biological Conservation, 214, pp.250-259.",249,New Caladonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Nesoenas duboisi,Nesoenas duboisi,"Hume, J. 2017. Extinct Birds. Bloomsbury Publishing",409,Réunion,-21.115100000000002,55.5364,Population,Abundance,Timing,1,yes,no,Population in support,included_species,,Columbiformes,,Birds
Nesofregetta fuliginosa,Nesofregetta fuliginosa,"Rauzon, M.J., Forsell, D.J., Flint, E.N., Gove, J.M. 2011. Howland, Baker and Jarvis Islands 25 years after cat eradication: the recovery of seabirds in a biogeographical context. Island Invasives: Eradication and Management: 334-338.",414,"Howland, Baker and Jarvis Islands",-0.37440000000000001,-159.9967,Population,Abundance,Temporal,0,yes,no,Population not in support,included_species,70,Procellariiformes,Avonet,Birds
Nesoryzomys darwini,Nesoryzomys darwini,"Dowler, R.C., Carroll, D.S. and Edwards, C.W., 2000. Rediscovery of rodents (Genus Nesoryzomys) considered extinct in the Galapagos Islands. Oryx, 34(2), pp.109-117.",167,Galapagos,-0.77725900000000003,-91.142578,Population,Abundance,Spatial,1,no,no,Population in support,included_species,33.7,Rodentia,Phylacine 1.2,Mammals
Nesoryzomys indefessus,Nesoryzomys indefessus,"Dowler, R.C., Carroll, D.S. and Edwards, C.W., 2000. Rediscovery of rodents (Genus Nesoryzomys) considered extinct in the Galapagos Islands. Oryx, 34(2), pp.109-117.",168,Galapagos,-0.77725900000000003,-91.142578,Population,Abundance,Spatial,1,no,no,Population in support,included_species,80.3,Rodentia,Phylacine 1.2,Mammals
Notomys amplus,Notomys amplus,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",401,"Charlotte Waters, NT",-25.9161,134.9162,Population,Abundance,Timing,1,yes,no,Population in support,included_species,100,Rodentia,Phylacine 1.2,Mammals
Notomys fuscus,Notomys fuscus,"Feit, B., Feit, A. and Letnic, M., 2019. Apex predators decouple population dynamics between mesopredators and their prey. Ecosystems, 22, pp.1606-1617.",171,"Strzelecki Desert, South Australia",-27.7,140.41,Predation,Predation,Predation,1,no,no,Predation in support,included_species,35,Rodentia,Phylacine 1.2,Mammals
Notomys fuscus,Notomys fuscus,"Gordon, C.E., Feit, A., Grüber, J. and Letnic, M., 2015. Mesopredator suppression by an apex predator alleviates the risk of predation perceived by small prey. Proceedings of the Royal Society B: Biological Sciences, 282(1802), p.20142870.",172,"Strzelecki Desert, South Australia",-27.7,140.41,Population,Abundance,Spatial,0,yes,yes,Population not in support,included_species,35,Rodentia,Phylacine 1.2,Mammals
Notomys fuscus,Notomys fuscus,"Letnic, M. and Koch, F., 2010. Are dingoes a trophic regulator in arid Australia? A comparison of mammal communities on either side of the dingo fence. Austral Ecology, 35(2), pp.167-175.",173,"Strzelecki Desert, South Australia",-27.7,140.41,Population,Abundance,Spatial,0,yes,yes,Population not in support,included_species,35,Rodentia,Phylacine 1.2,Mammals
Notomys fuscus,Notomys fuscus,"Letnic, M., Crowther, M.S. and Koch, F., 2009. Does a top‐predator provide an endangered rodent with refuge from an invasive mesopredator?. Animal Conservation, 12(4), pp.302-312.",174,"Strzelecki Desert, South Australia",-27.7,140.41,Population,Abundance,Spatial,0,yes,yes,Population not in support,included_species,35,Rodentia,Phylacine 1.2,Mammals
Notomys fuscus,Notomys fuscus,"Pedler, R.D., Brandle, R., Read, J.L., Southgate, R., Bird, P. and Moseby, K.E., 2016. Rabbit biocontrol and landscape‐scale recovery of threatened desert mammals. Conservation Biology, 30(4), pp.774-782.",177,Northeastern South Australia,-27.7,140.41,Population,Abundance,Temporal,1,yes,no,Population in support,included_species,35,Rodentia,Phylacine 1.2,Mammals
Notomys fuscus,Notomys fuscus,"Vernes, K., Elliott, T.F. and Jackson, S.M., 2021. 150 years of mammal extinction and invasion at Koonchera Dune in the Lake Eyre Basin of South Australia. Biological Invasions, 23(2), pp.593-610.",175,Sturt Stony Desert,-26.77,139.54,Predation,Predation,Predation,1,no,no,Predation in support,included_species,35,Rodentia,Phylacine 1.2,Mammals
Notomys fuscus,Notomys fuscus,"Vernes, K., Jackson, S.M., Elliott, T.F., Tischler, M. and Harper, A., 2021. Diets of mammalian carnivores in the deserts of north-eastern South Australia. Journal of Arid Environments, 188, p.104377.",176,"Simpson Desert, South Australia",-25.934000000000001,138.67599999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,35,Rodentia,Phylacine 1.2,Mammals
Notomys fuscus,Notomys fuscus,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",178,Western Division of NSW and Charlotte Waters,-25.9161,134.9162,Population,Abundance,Timing,1,yes,no,Population in support,included_species,35,Rodentia,Phylacine 1.2,Mammals
Notomys longicaudatus,Notomys longicaudatus,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",402,"Barrow Creek, Western Division of NSW, southwest Australia",-21.379899999999999,133.97559999999999,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,100,Rodentia,Phylacine 1.2,Mammals
Notomys macrotis,Notomys macrotis,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",403,New Norcia,-30.976600000000001,116.21080000000001,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,60,Rodentia,Phylacine 1.2,Mammals
Notomys mordax,Notomys mordax,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",404,"Darling Downs, QLD",-27.53,150.5821,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,50,Rodentia,Phylacine 1.2,Mammals
