key,article_id,cited_by_id,scientificName,distance_to_terminus,article_node_name,Peer_reviewed_source,in_support,evidence_type_synthetic,has_data,of_quality,source_year
Myotis vivesi (Medina et al. 2011) core source_claim,(Vázquez-Domínguez et al. 2004)_INCLUDE_NA_Predation in support_no_no,(Medina et al. 2011) core source_claim,Myotis vivesi,1,(Vázquez-Domínguez et al. 2004),"",Yes,Predation in support without data,no,no,2009
Myotis vivesi (Oedin et al. 2021) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Myotis vivesi,(Oedin et al. 2021) core source_claim,Myotis vivesi,1,NOTHING NA Myotis vivesi,"",Not relevant,No citation given,"",no,2019
Myotis vivesi (Welch & Leppanen 2017) core source_claim,(Vázquez-Domínguez et al. 2004)_INCLUDE_NA_Predation in support_no_no,(Welch & Leppanen 2017) core source_claim,Myotis vivesi,1,(Vázquez-Domínguez et al. 2004),"",Yes,Predation in support without data,no,no,2015
Myotis vivesi Web of Science_Systematic external review,(Herrera M. et al. 2019)_INCLUDE_NA_Population not in support_yes_yes,Web of Science_Systematic external review,Myotis vivesi,1,(Herrera M. et al. 2019),"",No,Population not in support with data of quality,yes,yes,2025
Myrmecobius fasciatus (Dickman 1996b) core source_claim,(Friend 1990)_EXCLUDE_1_Opinion claim_NA_NA,(Dickman 1996b) core source_claim,Myrmecobius fasciatus,1,(Friend 1990),"",Not relevant,Opinion claim,"",no,1994
Myrmecobius fasciatus (Doherty et al. 2016) core source_claim,(Friend & Thomas 1994)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Myrmecobius fasciatus,1,(Friend & Thomas 1994),"",Yes,Predation in support without data,no,no,2014
Myrmecobius fasciatus (Doherty et al. 2016) core source_claim,(Friend 1990)_EXCLUDE_1_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Myrmecobius fasciatus,1,(Friend 1990),"",Not relevant,Opinion claim,"",no,2014
Myrmecobius fasciatus (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Myrmecobius fasciatus,(Doherty et al. 2016) core source_claim,Myrmecobius fasciatus,2,NOTHING NA Myrmecobius fasciatus,"",Not relevant,No citation given,"",no,2014
Myrmecobius fasciatus (IUCN 2025) core source_claim,(Friend & Thomas 1994)_INCLUDE_NA_Predation in support_no_no,(IUCN 2025) core source_claim,Myrmecobius fasciatus,1,(Friend & Thomas 1994),"",Yes,Predation in support without data,no,no,2014
Myrmecobius fasciatus (IUCN 2025) core source_claim,(Friend 1990)_EXCLUDE_1_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Myrmecobius fasciatus,1,(Friend 1990),"",Not relevant,Opinion claim,"",no,2014
Myrmecobius fasciatus (IUCN 2025) core source_claim,(Friend 2008)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Myrmecobius fasciatus,1,(Friend 2008),0,Not relevant,Inaccessible,"",no,2014
Myrmecobius fasciatus (IUCN 2025) core source_claim,J. Friend pers. comm._EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Myrmecobius fasciatus,1,J. Friend pers. comm.,0,Not relevant,Inaccessible,"",no,2014
Myrmecobius fasciatus (Wallach & Lundgren 2025)_external review without claim,(Doherty et al. 2015)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Myrmecobius fasciatus,1,(Doherty et al. 2015),"",Yes,Predation in support without data,no,no,2022
Myrmecobius fasciatus (Wallach & Lundgren 2025)_external review without claim,(Friend & Thomas 1994)_INCLUDE_NA_Predation in support_no_no,(Wallach & Lundgren 2025)_external review without claim,Myrmecobius fasciatus,1,(Friend & Thomas 1994),"",Yes,Predation in support without data,no,no,2022
Myrmecobius fasciatus (Woinarski et al. 2014) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Myrmecobius fasciatus,(Woinarski et al. 2014) core source_claim,Myrmecobius fasciatus,1,NOTHING NA Myrmecobius fasciatus,"",Not relevant,No citation given,"",no,2013
Myrmecobius fasciatus Web of Science_Systematic external review,(Fernandes et al. 2023)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Myrmecobius fasciatus,1,(Fernandes et al. 2023),"",Not relevant,No claim,"",no,2025
Myrmecobius fasciatus Web of Science_Systematic external review,(Hayward et al. 2015)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Myrmecobius fasciatus,1,(Hayward et al. 2015),"",Not relevant,No claim,"",no,2025
Mysateles prehensilis (Doherty et al. 2016) core source_claim,(Borroto-Páez & Mancina 2017)_EXCLUDE_0_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Mysateles prehensilis,2,(Borroto-Páez & Mancina 2017),"",Not relevant,Opinion claim,"",no,2014
Mysateles prehensilis (Doherty et al. 2016) core source_claim,(Borroto-Páez & Ramos 2012)_EXCLUDE_0_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Mysateles prehensilis,2,(Borroto-Páez & Ramos 2012),"",Not relevant,Opinion claim,"",no,2014
Mysateles prehensilis (Doherty et al. 2016) core source_claim,(Borroto-Páez et al. 2011)_EXCLUDE_0_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Mysateles prehensilis,2,(Borroto-Páez et al. 2011),"",Not relevant,Opinion claim,"",no,2014
Mysateles prehensilis (Doherty et al. 2016) core source_claim,(Páez & García 2003)_EXCLUDE_1_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Mysateles prehensilis,2,(Páez & García 2003),"",Not relevant,Opinion claim,"",no,2014
Mysateles prehensilis (IUCN 2025) core source_claim,(Borroto-Páez & Mancina 2017)_EXCLUDE_0_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Mysateles prehensilis,1,(Borroto-Páez & Mancina 2017),"",Not relevant,Opinion claim,"",no,2023
Mysateles prehensilis (IUCN 2025) core source_claim,(Borroto-Páez & Ramos 2012)_EXCLUDE_0_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Mysateles prehensilis,1,(Borroto-Páez & Ramos 2012),"",Not relevant,Opinion claim,"",no,2023
Mysateles prehensilis (IUCN 2025) core source_claim,(Borroto-Páez et al. 2011)_EXCLUDE_0_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Mysateles prehensilis,1,(Borroto-Páez et al. 2011),"",Not relevant,Opinion claim,"",no,2023
Mysateles prehensilis (IUCN 2025) core source_claim,(Páez & García 2003)_EXCLUDE_1_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Mysateles prehensilis,1,(Páez & García 2003),"",Not relevant,Opinion claim,"",no,2023
Mystacina tuberculata (Doherty et al. 2016) core source_claim,(Lloyd 2001)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Mystacina tuberculata,1,(Lloyd 2001),"",Yes,Predation in support without data,no,no,2014
Mystacina tuberculata (Doherty et al. 2016) core source_claim,(Scrimgeour et al. 2012)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Mystacina tuberculata,1,(Scrimgeour et al. 2012),"",Yes,Predation in support without data,no,no,2014
Mystacina tuberculata (Oedin et al. 2021) core source_claim,(Scrimgeour et al. 2012)_INCLUDE_NA_Predation in support_no_no,(Oedin et al. 2021) core source_claim,Mystacina tuberculata,1,(Scrimgeour et al. 2012),"",Yes,Predation in support without data,no,no,2019
Mystacina tuberculata (Welch & Leppanen 2017) core source_claim,(Daniel & Williams 1984)_INCLUDE_NA_Predation in support_no_no,(Welch & Leppanen 2017) core source_claim,Mystacina tuberculata,1,(Daniel & Williams 1984),"",Yes,Predation in support without data,no,no,2015
Mystacina tuberculata (Welch & Leppanen 2017) core source_claim,(Molloy & Daniel 1995)_INCLUDE_NA_Predation in support_no_no,(Welch & Leppanen 2017) core source_claim,Mystacina tuberculata,1,(Molloy & Daniel 1995),"",Yes,Predation in support without data,no,no,2015
Mystacina tuberculata Opportunistic_Systematic external review,(Daniel 1990)_EXCLUDE_?_Inaccessible_NA_NA,Opportunistic_Systematic external review,Mystacina tuberculata,1,(Daniel 1990),?,Not relevant,Inaccessible,"",no,2025
Mystacina tuberculata Web of Science_Systematic external review,(Borkin et al. 2023)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Mystacina tuberculata,1,(Borkin et al. 2023),"",Yes,Predation in support without data,no,no,2025
Mystacina tuberculata Web of Science_Systematic external review,(Daniel & Williams 1984)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Mystacina tuberculata,2,(Daniel & Williams 1984),"",Yes,Predation in support without data,no,no,2025
Mystacina tuberculata Web of Science_Systematic external review,(Molloy & Daniel 1995)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Mystacina tuberculata,2,(Molloy & Daniel 1995),"",Yes,Predation in support without data,no,no,2025
Mystacina tuberculata Web of Science_Systematic external review,(Scrimgeour et al. 2012)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Mystacina tuberculata,1,(Scrimgeour et al. 2012),"",Yes,Predation in support without data,no,no,2025
Nactus durrellorum (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nactus durrellorum,(IUCN 2025) core source_claim,Nactus durrellorum,1,NOTHING NA Nactus durrellorum,"",Not relevant,No citation given,"",no,2017
Nactus serpensinsula (IUCN 2025) core source_claim,(Arnold & Jones 1994)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Nactus serpensinsula,1,(Arnold & Jones 1994),0,Not relevant,Inaccessible,"",no,2017
Nactus serpensinsula (IUCN 2025) core source_claim,(Arnold 1980)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Nactus serpensinsula,1,(Arnold 1980),"",Not relevant,No claim,"",no,2017
Nactus serpensinsula (IUCN 2025) core source_claim,(Arnold 2000)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Nactus serpensinsula,1,(Arnold 2000),0,Not relevant,Inaccessible,"",no,2017
Nactus serpensinsula (IUCN 2025) core source_claim,(Cole 2005)_EXCLUDE_0_No claim_NA_NA,(IUCN 2025) core source_claim,Nactus serpensinsula,1,(Cole 2005),"",Not relevant,No claim,"",no,2017
Nactus serpensinsula (IUCN 2025) core source_claim,(Cole 2011)_EXCLUDE_0_No claim_NA_NA,(IUCN 2025) core source_claim,Nactus serpensinsula,1,(Cole 2011),"",Not relevant,No claim,"",no,2017
Nactus serpensinsula (IUCN 2025) core source_claim,(Cole et al. 2009)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Nactus serpensinsula,1,(Cole et al. 2009),0,Not relevant,Inaccessible,"",no,2017
Nactus serpensinsula (IUCN 2025) core source_claim,(Goder et al. 2015)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Nactus serpensinsula,1,(Goder et al. 2015),0,Not relevant,Inaccessible,"",no,2017
Nactus serpensinsula (IUCN 2025) core source_claim,Cheke and Hume 2008_EXCLUDE_?_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Nactus serpensinsula,1,Cheke and Hume 2008,?,Not relevant,Inaccessible,"",no,2017
Nactus serpensinsula (IUCN 2025) core source_claim,Mauritius Reptile Recovery Programme unpubl. Data_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Nactus serpensinsula,1,Mauritius Reptile Recovery Programme unpubl. Data,0,Not relevant,Inaccessible,"",no,2017
Nangura spinosa (IUCN 2025) core source_claim,(Department of the Environment 2007)_EXCLUDE_0_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Nangura spinosa,1,(Department of the Environment 2007),"",Not relevant,Opinion claim,"",no,2016
Nannopterum harrisi (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nannopterum harrisi,(IUCN 2025) core source_claim,Nannopterum harrisi,1,NOTHING NA Nannopterum harrisi,"",Not relevant,No citation given,"",no,2017
Nannopterum harrisi Web of Science_Systematic external review,(Deem et al. 2010)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Nannopterum harrisi,1,(Deem et al. 2010),"",Not relevant,No claim,"",no,2025
Nannoscincus gracilis (IUCN 2025) core source_claim,(Palmas et al. In preparation)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Nannoscincus gracilis,1,(Palmas et al. In preparation),0,Not relevant,Inaccessible,"",no,2016
Nannoscincus hanchisteus (IUCN 2025) core source_claim,(Palmas et al. 2017)_INCLUDE_NA_Predation in support_no_no,(IUCN 2025) core source_claim,Nannoscincus hanchisteus,1,(Palmas et al. 2017),"",Yes,Predation in support without data,no,no,2016
Naultinus gemmeus (IUCN 2025) core source_claim,(New Zealand Department of Conservation 2006)_EXCLUDE_0_No claim_NA_NA,(IUCN 2025) core source_claim,Naultinus gemmeus,1,(New Zealand Department of Conservation 2006),"",Not relevant,No claim,"",no,2017
Naultinus manukanus (IUCN 2025) core source_claim,(New Zealand Department of Conservation 2006)_EXCLUDE_0_No claim_NA_NA,(IUCN 2025) core source_claim,Naultinus manukanus,1,(New Zealand Department of Conservation 2006),"",Not relevant,No claim,"",no,2017
Necropsittacus rodricanus (Hume 2017) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Necropsittacus rodricanus,(Hume 2017) core source_claim,Necropsittacus rodricanus,1,NOTHING NA Necropsittacus rodricanus,"",Not relevant,No citation given,"",no,2016
Necropsittacus rodricanus (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Necropsittacus rodricanus,(IUCN 2025) core source_claim,Necropsittacus rodricanus,2,NOTHING NA Necropsittacus rodricanus,"",Not relevant,No citation given,"",no,2023
Neophema chrysogaster (Doherty et al. 2016) core source_claim,(Garnett et al. 2011) core source_EXCLUDE_NA_No claim,(Doherty et al. 2016) core source_claim,Neophema chrysogaster,1,(Garnett et al. 2011) core source,,Not relevant,No claim,"",no,2014
Neophema chrysogaster (Doherty et al. 2016) core source_claim,(Orange Bellied Parrot Recovery Team 2006)_EXCLUDE_0_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Neophema chrysogaster,1,(Orange Bellied Parrot Recovery Team 2006),"",Not relevant,Opinion claim,"",no,2014
Neophema chrysogaster (Garnett & Baker 2021) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Neophema chrysogaster,(Garnett & Baker 2021) core source_claim,Neophema chrysogaster,1,NOTHING NA Neophema chrysogaster,"",Not relevant,No citation given,"",no,2020
Neophema chrysogaster (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Neophema chrysogaster,(IUCN 2025) core source_claim,Neophema chrysogaster,1,NOTHING NA Neophema chrysogaster,"",Not relevant,No citation given,"",no,2017
Neophema chrysogaster (Medina et al. 2011) core source_claim,(Copson 1991)_EXCLUDE_0_Inaccessible_NA_NA,(Medina et al. 2011) core source_claim,Neophema chrysogaster,1,(Copson 1991),0,Not relevant,Inaccessible,"",no,2009
Neophema chrysostoma (IUCN 2025) core source_claim,(Woinarski et al. 2017)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Neophema chrysostoma,1,(Woinarski et al. 2017),"",Not relevant,No claim,"",no,2020
Neotamias palmeri (Doherty et al. 2016) core source_claim,G. Clemmer pers. comm. 1995_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Neotamias palmeri,2,G. Clemmer pers. comm. 1995,0,Not relevant,Inaccessible,"",no,2014
Neotamias palmeri (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Neotamias palmeri,(Doherty et al. 2016) core source_claim,Neotamias palmeri,2,NOTHING NA Neotamias palmeri,"",Not relevant,No citation given,"",no,2014
Neotamias palmeri (IUCN 2025) core source_claim,G. Clemmer pers. comm. 1995_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Neotamias palmeri,1,G. Clemmer pers. comm. 1995,0,Not relevant,Inaccessible,"",no,2015
Neotamias palmeri (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Neotamias palmeri,(IUCN 2025) core source_claim,Neotamias palmeri,1,NOTHING NA Neotamias palmeri,"",Not relevant,No citation given,"",no,2015
Nesillas aldabrana (Doherty et al. 2016) core source_claim,Hume 2017_EXCLUDE_?_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Nesillas aldabrana,2,Hume 2017,?,Not relevant,Inaccessible,"",no,2014
Nesillas aldabrana (IUCN 2025) core source_claim,Hume 2017_EXCLUDE_?_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Nesillas aldabrana,1,Hume 2017,?,Not relevant,Inaccessible,"",no,2023
Nesoenas duboisi (Doherty et al. 2016) core source_claim,(Hume 2011)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Nesoenas duboisi,1,(Hume 2011),"",Not relevant,No claim,"",no,2014
Nesoenas duboisi (Hume 2017) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nesoenas duboisi,(Hume 2017) core source_claim,Nesoenas duboisi,1,NOTHING NA Nesoenas duboisi,"",Not relevant,No citation given,"",no,2016
Nesoenas duboisi (IUCN 2025) core source_claim,(Hume 2011)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Nesoenas duboisi,1,(Hume 2011),"",Not relevant,No claim,"",no,2023
Nesoenas mayeri (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nesoenas mayeri,(Doherty et al. 2016) core source_claim,Nesoenas mayeri,2,NOTHING NA Nesoenas mayeri,"",Not relevant,No citation given,"",no,2014
Nesoenas mayeri (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nesoenas mayeri,(IUCN 2025) core source_claim,Nesoenas mayeri,1,NOTHING NA Nesoenas mayeri,"",Not relevant,No citation given,"",no,2019
Nesoenas mayeri (Medina et al. 2011) core source_claim,(BirdLife International 2000)_EXCLUDE_0_Inaccessible_NA_NA,(Medina et al. 2011) core source_claim,Nesoenas mayeri,1,(BirdLife International 2000),0,Not relevant,Inaccessible,"",no,2009
Nesofregetta fuliginosa (Doherty et al. 2016) core source_claim,(Brooke 2004)_EXCLUDE_?_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Nesofregetta fuliginosa,2,(Brooke 2004),?,Not relevant,Inaccessible,"",no,2014
Nesofregetta fuliginosa (Doherty et al. 2016) core source_claim,(Rauzon et al. 2011)_INCLUDE_NA_Population not in support_yes_no,(Doherty et al. 2016) core source_claim,Nesofregetta fuliginosa,2,(Rauzon et al. 2011),"",No,Population not in support with data,yes,no,2014
Nesofregetta fuliginosa (IUCN 2025) core source_claim,(Brooke 2004)_EXCLUDE_?_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Nesofregetta fuliginosa,1,(Brooke 2004),?,Not relevant,Inaccessible,"",no,2017
Nesofregetta fuliginosa (IUCN 2025) core source_claim,(Rauzon et al. 2011)_INCLUDE_NA_Population not in support_yes_no,(IUCN 2025) core source_claim,Nesofregetta fuliginosa,1,(Rauzon et al. 2011),"",No,Population not in support with data,yes,no,2017
Nesoryzomys darwini (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nesoryzomys darwini,(IUCN 2025) core source_claim,Nesoryzomys darwini,1,NOTHING NA Nesoryzomys darwini,"",Not relevant,No citation given,"",no,2018
Nesoryzomys darwini (Medina et al. 2011) core source_claim,(Dowler et al. 2000)_INCLUDE_NA_Population in support_no_no,(Medina et al. 2011) core source_claim,Nesoryzomys darwini,1,(Dowler et al. 2000),"",Yes,Population in support without data,no,no,2009
Nesoryzomys indefessus (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Nesoryzomys indefessus,(IUCN 2025) core source_claim,Nesoryzomys indefessus,1,NOTHING NA Nesoryzomys indefessus,"",Not relevant,No citation given,"",no,2016
Nesoryzomys indefessus (Medina et al. 2011) core source_claim,(Dowler et al. 2000)_INCLUDE_NA_Population in support_no_no,(Medina et al. 2011) core source_claim,Nesoryzomys indefessus,1,(Dowler et al. 2000),"",Yes,Population in support without data,no,no,2009
